,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,,,,,
3226,All,,,,,,,,,,,,,,,,,,,,,,,,,
3227,All,,,,,,,,,,,,,,,,,,,,,,,,,
3228,All,,,,,,,,,,,,,,,,,,,,,,,,,
3229,All,,,,,,,,,,,,,,,,,,,,,,,,,
3230,All,,,,,,,,,,,,,,,,,,,,,,,,,
3231,Day time,,,,,,,,,,,,,,,,,,,,,,,,,
3232,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
3233,Day time,,,,,,,,,,,,,,,,,,,,,,,,,
3234,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
3235,All,,,,,,,,,,,,,,,,,,,,,,,,,
3236,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
3237,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3238,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
3239,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3240,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
3241,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3242,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
3243,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3244,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,
3245,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3246,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
3247,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
3248,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
3249,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
3250,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
3251,Run off road,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,
3252,All,,,,,,,,,,,,,,,,,,,,,,,,,
3253,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3254,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3255,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,,
3256,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
3257,Day time,,,,,,,,,,,,,,,,,,,,,,,,,
3258,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
3259,Dry weather,,,,,,,,,,,,,,,,,,,,,,,,,
3260,Wet road,,,,,,,,,,,,,,,,,,,,,,,,,
3261,All,,,,,,,,,,,,,,,,,,,,,,,,,
3262,All,,,,,,,,,,,,,,,,,,,,,,,,,
3263,All,,,,,,,,,,,,,,,,,,,,,,,,,
3264,All,,,,,,,,,,,,,,,,,,,,,,,,,
3265,All,,,,,,,,,,,,,,,,,,,,,,,,,
3266,All,,,,,,,,,,,,,,,,,,,,,,,,,
3267,All,,,,,,,,,,,,,,,,,,,,,,,,,
3268,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3269,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3270,Angle,Head on,Left turn,Rear end,Rear to rear,Right turn,Sideswipe,,,,,,,,,,,,,,,,,,,
3271,All,,,,,,,,,,,,,,,,,,,,,,,,,
3272,All,,,,,,,,,,,,,,,,,,,,,,,,,
3273,All,,,,,,,,,,,,,,,,,,,,,,,,,
3274,All,,,,,,,,,,,,,,,,,,,,,,,,,
3275,All,,,,,,,,,,,,,,,,,,,,,,,,,
3276,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3277,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3278,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3279,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3280,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3281,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3282,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
3283,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
3284,Head on,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,,
3285,All,,,,,,,,,,,,,,,,,,,,,,,,,
3286,All,,,,,,,,,,,,,,,,,,,,,,,,,
3287,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3288,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3289,All,,,,,,,,,,,,,,,,,,,,,,,,,
3290,All,,,,,,,,,,,,,,,,,,,,,,,,,
3291,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3292,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3293,All,,,,,,,,,,,,,,,,,,,,,,,,,
3294,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3295,All,,,,,,,,,,,,,,,,,,,,,,,,,
3296,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3297,All,,,,,,,,,,,,,,,,,,,,,,,,,
3298,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3299,All,,,,,,,,,,,,,,,,,,,,,,,,,
3300,All,,,,,,,,,,,,,,,,,,,,,,,,,
3301,All,,,,,,,,,,,,,,,,,,,,,,,,,
3302,All,,,,,,,,,,,,,,,,,,,,,,,,,
3303,Non-intersection,,,,,,,,,,,,,,,,,,,,,,,,,
3304,Non-intersection,,,,,,,,,,,,,,,,,,,,,,,,,
3305,All,,,,,,,,,,,,,,,,,,,,,,,,,
3306,All,,,,,,,,,,,,,,,,,,,,,,,,,
3307,All,,,,,,,,,,,,,,,,,,,,,,,,,
3308,All,,,,,,,,,,,,,,,,,,,,,,,,,
3309,All,,,,,,,,,,,,,,,,,,,,,,,,,
3310,All,,,,,,,,,,,,,,,,,,,,,,,,,
3311,All,,,,,,,,,,,,,,,,,,,,,,,,,
3312,All,,,,,,,,,,,,,,,,,,,,,,,,,
3313,All,,,,,,,,,,,,,,,,,,,,,,,,,
3314,All,,,,,,,,,,,,,,,,,,,,,,,,,
3315,All,,,,,,,,,,,,,,,,,,,,,,,,,
3316,All,,,,,,,,,,,,,,,,,,,,,,,,,
3317,All,,,,,,,,,,,,,,,,,,,,,,,,,
3318,All,,,,,,,,,,,,,,,,,,,,,,,,,
3319,All,,,,,,,,,,,,,,,,,,,,,,,,,
3320,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3321,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3322,All,,,,,,,,,,,,,,,,,,,,,,,,,
3323,Truck related,,,,,,,,,,,,,,,,,,,,,,,,,
3324,All,,,,,,,,,,,,,,,,,,,,,,,,,
3325,All,,,,,,,,,,,,,,,,,,,,,,,,,
3326,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3327,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3328,All,,,,,,,,,,,,,,,,,,,,,,,,,
3329,All,,,,,,,,,,,,,,,,,,,,,,,,,
3330,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3331,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3332,All,,,,,,,,,,,,,,,,,,,,,,,,,
3333,All,,,,,,,,,,,,,,,,,,,,,,,,,
3334,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3335,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3336,All,,,,,,,,,,,,,,,,,,,,,,,,,
3337,All,,,,,,,,,,,,,,,,,,,,,,,,,
3338,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3339,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3340,All,,,,,,,,,,,,,,,,,,,,,,,,,
3341,All,,,,,,,,,,,,,,,,,,,,,,,,,
3342,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3343,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3344,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
3345,All,,,,,,,,,,,,,,,,,,,,,,,,,
3346,All,,,,,,,,,,,,,,,,,,,,,,,,,
3347,All,,,,,,,,,,,,,,,,,,,,,,,,,
3348,All,,,,,,,,,,,,,,,,,,,,,,,,,
3349,All,,,,,,,,,,,,,,,,,,,,,,,,,
3350,All,,,,,,,,,,,,,,,,,,,,,,,,,
3351,All,,,,,,,,,,,,,,,,,,,,,,,,,
3352,All,,,,,,,,,,,,,,,,,,,,,,,,,
3353,All,,,,,,,,,,,,,,,,,,,,,,,,,
3354,All,,,,,,,,,,,,,,,,,,,,,,,,,
3355,All,,,,,,,,,,,,,,,,,,,,,,,,,
3356,All,,,,,,,,,,,,,,,,,,,,,,,,,
3357,All,,,,,,,,,,,,,,,,,,,,,,,,,
3358,All,,,,,,,,,,,,,,,,,,,,,,,,,
3359,All,,,,,,,,,,,,,,,,,,,,,,,,,
3360,All,,,,,,,,,,,,,,,,,,,,,,,,,
3361,All,,,,,,,,,,,,,,,,,,,,,,,,,
3362,All,,,,,,,,,,,,,,,,,,,,,,,,,
3363,All,,,,,,,,,,,,,,,,,,,,,,,,,
3364,All,,,,,,,,,,,,,,,,,,,,,,,,,
3365,All,,,,,,,,,,,,,,,,,,,,,,,,,
3366,All,,,,,,,,,,,,,,,,,,,,,,,,,
3367,All,,,,,,,,,,,,,,,,,,,,,,,,,
3368,All,,,,,,,,,,,,,,,,,,,,,,,,,
3369,All,,,,,,,,,,,,,,,,,,,,,,,,,
3370,All,,,,,,,,,,,,,,,,,,,,,,,,,
3371,All,,,,,,,,,,,,,,,,,,,,,,,,,
3372,All,,,,,,,,,,,,,,,,,,,,,,,,,
3373,All,,,,,,,,,,,,,,,,,,,,,,,,,
3374,All,,,,,,,,,,,,,,,,,,,,,,,,,
3375,All,,,,,,,,,,,,,,,,,,,,,,,,,
3376,All,,,,,,,,,,,,,,,,,,,,,,,,,
3377,All,,,,,,,,,,,,,,,,,,,,,,,,,
3378,All,,,,,,,,,,,,,,,,,,,,,,,,,
3379,All,,,,,,,,,,,,,,,,,,,,,,,,,
3380,All,,,,,,,,,,,,,,,,,,,,,,,,,
3381,All,,,,,,,,,,,,,,,,,,,,,,,,,
3382,All,,,,,,,,,,,,,,,,,,,,,,,,,
3383,All,,,,,,,,,,,,,,,,,,,,,,,,,
3384,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
3385,All,,,,,,,,,,,,,,,,,,,,,,,,,
3386,All,,,,,,,,,,,,,,,,,,,,,,,,,
3387,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3388,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3389,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3390,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3391,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3392,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3393,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3394,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3395,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3396,All,,,,,,,,,,,,,,,,,,,,,,,,,
3397,All,,,,,,,,,,,,,,,,,,,,,,,,,
3398,All,,,,,,,,,,,,,,,,,,,,,,,,,
3399,All,,,,,,,,,,,,,,,,,,,,,,,,,
3400,All,,,,,,,,,,,,,,,,,,,,,,,,,
3401,All,,,,,,,,,,,,,,,,,,,,,,,,,
3402,All,,,,,,,,,,,,,,,,,,,,,,,,,
3403,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3404,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3405,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3406,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3407,Angle,,,,,,,,,,,,,,,,,,,,,,,,,
3408,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3409,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3410,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3411,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3412,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3413,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3414,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3415,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3416,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3417,All,,,,,,,,,,,,,,,,,,,,,,,,,
3418,All,,,,,,,,,,,,,,,,,,,,,,,,,
3419,All,,,,,,,,,,,,,,,,,,,,,,,,,
3420,All,,,,,,,,,,,,,,,,,,,,,,,,,
3421,All,,,,,,,,,,,,,,,,,,,,,,,,,
3422,All,,,,,,,,,,,,,,,,,,,,,,,,,
3423,All,,,,,,,,,,,,,,,,,,,,,,,,,
3424,All,,,,,,,,,,,,,,,,,,,,,,,,,
3425,All,,,,,,,,,,,,,,,,,,,,,,,,,
3426,All,,,,,,,,,,,,,,,,,,,,,,,,,
3427,All,,,,,,,,,,,,,,,,,,,,,,,,,
3428,All,,,,,,,,,,,,,,,,,,,,,,,,,
3429,All,,,,,,,,,,,,,,,,,,,,,,,,,
3430,All,,,,,,,,,,,,,,,,,,,,,,,,,
3431,All,,,,,,,,,,,,,,,,,,,,,,,,,
3432,All,,,,,,,,,,,,,,,,,,,,,,,,,
3433,All,,,,,,,,,,,,,,,,,,,,,,,,,
3434,All,,,,,,,,,,,,,,,,,,,,,,,,,
3435,All,,,,,,,,,,,,,,,,,,,,,,,,,
3436,All,,,,,,,,,,,,,,,,,,,,,,,,,
3437,All,,,,,,,,,,,,,,,,,,,,,,,,,
3438,All,,,,,,,,,,,,,,,,,,,,,,,,,
3439,All,,,,,,,,,,,,,,,,,,,,,,,,,
3440,All,,,,,,,,,,,,,,,,,,,,,,,,,
3441,All,,,,,,,,,,,,,,,,,,,,,,,,,
3442,All,,,,,,,,,,,,,,,,,,,,,,,,,
3443,All,,,,,,,,,,,,,,,,,,,,,,,,,
3444,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3445,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3446,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3447,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3448,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3449,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3450,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3451,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3452,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3453,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3454,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3455,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3456,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3457,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3458,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3459,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3460,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3461,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3462,Angle,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
3463,Angle,Rear end,Sideswipe,,,,,,,,,,,,,,,,,,,,,,,
3464,All,,,,,,,,,,,,,,,,,,,,,,,,,
3465,All,,,,,,,,,,,,,,,,,,,,,,,,,
3466,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3467,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3468,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3469,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3470,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3471,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3472,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3473,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3474,Run off road,,,,,,,,,,,,,,,,,,,,,,,,,
3475,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3476,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3477,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3478,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3479,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3480,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3481,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3482,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3483,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3484,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3485,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3486,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3487,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3488,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3489,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3490,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3491,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3492,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3493,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3494,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3495,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3496,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3497,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3498,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3499,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3500,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3501,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3502,Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,
3503,All,,,,,,,,,,,,,,,,,,,,,,,,,
3504,All,,,,,,,,,,,,,,,,,,,,,,,,,
3505,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3506,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3507,All,,,,,,,,,,,,,,,,,,,,,,,,,
3508,All,,,,,,,,,,,,,,,,,,,,,,,,,
3509,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3510,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3511,All,,,,,,,,,,,,,,,,,,,,,,,,,
3512,All,,,,,,,,,,,,,,,,,,,,,,,,,
3513,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3514,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3515,All,,,,,,,,,,,,,,,,,,,,,,,,,
3516,All,,,,,,,,,,,,,,,,,,,,,,,,,
3517,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3518,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3519,All,,,,,,,,,,,,,,,,,,,,,,,,,
3520,All,,,,,,,,,,,,,,,,,,,,,,,,,
3521,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3522,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3523,All,,,,,,,,,,,,,,,,,,,,,,,,,
3524,All,,,,,,,,,,,,,,,,,,,,,,,,,
3525,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3526,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3527,All,,,,,,,,,,,,,,,,,,,,,,,,,
3528,All,,,,,,,,,,,,,,,,,,,,,,,,,
3529,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3530,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3531,All,,,,,,,,,,,,,,,,,,,,,,,,,
3532,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3533,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3534,All,,,,,,,,,,,,,,,,,,,,,,,,,
3535,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3536,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3537,All,,,,,,,,,,,,,,,,,,,,,,,,,
3538,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3539,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3540,All,,,,,,,,,,,,,,,,,,,,,,,,,
3541,All,,,,,,,,,,,,,,,,,,,,,,,,,
3542,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3543,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3544,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3545,All,,,,,,,,,,,,,,,,,,,,,,,,,
3546,All,,,,,,,,,,,,,,,,,,,,,,,,,
3547,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3548,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3549,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3550,All,,,,,,,,,,,,,,,,,,,,,,,,,
3551,All,,,,,,,,,,,,,,,,,,,,,,,,,
3552,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3553,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3554,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3555,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3556,Single vehicle,,,,,,,,,,,,,,,,,,,,,,,,,
3557,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3558,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3559,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3560,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3561,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3562,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3563,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3564,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3565,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3566,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3567,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3568,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3569,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3570,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3571,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3572,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3573,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3574,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3575,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3576,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3577,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3578,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3579,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3580,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3581,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3582,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3583,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3584,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3585,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3586,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3587,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3588,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3589,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3590,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3591,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3592,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3593,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3594,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3595,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3596,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3597,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3598,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3599,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3600,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3601,Cross median,,,,,,,,,,,,,,,,,,,,,,,,,
3602,All,,,,,,,,,,,,,,,,,,,,,,,,,
3603,All,,,,,,,,,,,,,,,,,,,,,,,,,
3604,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3605,All,,,,,,,,,,,,,,,,,,,,,,,,,
3606,Left turn,,,,,,,,,,,,,,,,,,,,,,,,,
3607,Vehicle/bicycle,Vehicle/pedestrian,,,,,,,,,,,,,,,,,,,,,,,,
3608,All,,,,,,,,,,,,,,,,,,,,,,,,,
3609,Other,,,,,,,,,,,,,,,,,,,,,,,,,
3610,Rear end,,,,,,,,,,,,,,,,,,,,,,,,,
3611,All,,,,,,,,,,,,,,,,,,,,,,,,,
3612,All,,,,,,,,,,,,,,,,,,,,,,,,,
3613,All,,,,,,,,,,,,,,,,,,,,,,,,,
3614,All,,,,,,,,,,,,,,,,,,,,,,,,,
3615,All,,,,,,,,,,,,,,,,,,,,,,,,,
3616,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3617,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3618,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3619,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3620,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3621,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3622,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3623,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3624,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3625,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3626,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3627,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3628,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3629,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3630,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3631,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3632,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3633,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3634,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3635,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3636,Head on,Run off road,Sideswipe,Single vehicle,,,,,,,,,,,,,,,,,,,,,,
3637,All,,,,,,,,,,,,,,,,,,,,,,,,,
3638,All,,,,,,,,,,,,,,,,,,,,,,,,,
3639,All,,,,,,,,,,,,,,,,,,,,,,,,,
3640,All,,,,,,,,,,,,,,,,,,,,,,,,,
3641,All,,,,,,,,,,,,,,,,,,,,,,,,,
3642,All,,,,,,,,,,,,,,,,,,,,,,,,,
3643,All,,,,,,,,,,,,,,,,,,,,,,,,,
3644,All,,,,,,,,,,,,,,,,,,,,,,,,,
3645,All,,,,,,,,,,,,,,,,,,,,,,,,,
3646,All,,,,,,,,,,,,,,,,,,,,,,,,,
